net,length_um
net57,5.22
net78,5.22
_1716_,5.16
_2000_,5.16
_1243_,5.15
_3488_,5.14
_3784_,5.14
_1316_,5.12
_1607_,5.12
_1832_,5.12
_2123_,5.12
_2434_,5.12
_2569_,5.12
_0859_,5.115
_0174_,5.085
_0290_,5.085
_0404_,5.085
_0943_,5.085
_1973_,5.08
_2697_,5.06
_2749_,5.06
_2917_,5.06
_0434_,5.045
_0521_,5.045
_2380_,5.04
_1221_,5.02
_2223_,5.02
_2334_,5.02
_2469_,5.02
_1041_,5
_1104_,5
_1284_,5
_0619_,4.975
_0647_,4.975
_0580_,4.94
_1314_,4.94
_1385_,4.92
_1470_,4.92
_1612_,4.92
_1675_,4.92
_1898_,4.92
_2535_,4.92
_2594_,4.92
_3158_,4.92
_3263_,4.92
_3295_,4.92
_3416_,4.92
_3496_,4.92
_3529_,4.92
_3579_,4.92
_3629_,4.92
_3664_,4.92
_3783_,4.92
_3798_,4.92
_3867_,4.92
_4064_,4.92
_4095_,4.92
_1219_,4.905
_1600_,4.9
_0118_,4.885
_1327_,4.88
_1846_,4.88
_2013_,4.88
_2069_,4.88
_2096_,4.88
_2556_,4.88
_2975_,4.88
_2979_,4.88
_3005_,4.88
_3042_,4.88
_3103_,4.88
_3112_,4.88
_3122_,4.88
_3130_,4.88
_3203_,4.88
_3215_,4.88
_3253_,4.88
_3255_,4.88
_3271_,4.88
_3337_,4.88
_3351_,4.88
_3403_,4.88
_3471_,4.88
_3559_,4.88
_3614_,4.88
_3699_,4.88
_3745_,4.88
_3765_,4.88
_3775_,4.88
_3824_,4.88
_3859_,4.88
_3930_,4.88
_3956_,4.88
_3982_,4.88
_3993_,4.88
_4012_,4.88
_4061_,4.88
_4075_,4.88
_4112_,4.88
_4155_,4.88
_4201_,4.88
_4207_,4.88
_0093_,4.845
_0126_,4.845
_0691_,4.82
_1175_,4.82
_2471_,4.82
_2841_,4.82
_3379_,4.82
_3517_,4.82
_3692_,4.82
_2505_,4.815
_1494_,4.8
_1850_,4.8
_2579_,4.8
_2798_,4.8
_2853_,4.8
_3180_,4.8
_3336_,4.8
_3342_,4.8
_3355_,4.8
_3387_,4.8
_3459_,4.8
_3598_,4.8
_3601_,4.8
_3694_,4.8
_3780_,4.8
_3853_,4.8
_3933_,4.8
_3962_,4.8
_4062_,4.8
_4101_,4.8
_4210_,4.8
_1779_,4.78
_1694_,4.76
_1964_,4.76
_1986_,4.76
_2598_,4.76
_2910_,4.76
_2977_,4.76
_2984_,4.76
_2986_,4.76
_3036_,4.76
_3076_,4.76
_3114_,4.76
_3147_,4.76
_3188_,4.76
_3218_,4.76
_3232_,4.76
_3265_,4.76
_3297_,4.76
_3312_,4.76
_3329_,4.76
_3373_,4.76
_3401_,4.76
_3446_,4.76
_3465_,4.76
_3508_,4.76
_3554_,4.76
_3621_,4.76
_3622_,4.76
_3701_,4.76
_3739_,4.76
_3795_,4.76
_3825_,4.76
_3884_,4.76
_3903_,4.76
_3939_,4.76
_3957_,4.76
_3960_,4.76
_3961_,4.76
_3976_,4.76
_3980_,4.76
_3981_,4.76
_4010_,4.76
_4043_,4.76
_4074_,4.76
_4194_,4.76
_4215_,4.76
_4219_,4.76
_0219_,4.745
_0741_,4.745
_1886_,4.7
_1937_,4.7
_1342_,4.69
_1961_,4.68
_2036_,4.68
_2233_,4.68
_2275_,4.68
_2331_,4.68
_3589_,4.68
_4091_,4.68
_4142_,4.68
_1272_,4.66
_1683_,4.66
_2030_,4.66
_2106_,4.66
_2165_,4.66
_1443_,4.65
_0525_,4.635
_0572_,4.635
_0034_,4.625
_0288_,4.625
_0308_,4.625
_0371_,4.625
_0407_,4.625
_0900_,4.625
_0927_,4.625
_0993_,4.625
_1417_,4.6
_1580_,4.6
_0049_,4.585
_0152_,4.585
_0190_,4.585
_0359_,4.585
_0471_,4.585
_0509_,4.585
_0606_,4.58
_4166_,4.58
_0613_,4.56
_1747_,4.56
_0356_,4.525
_0779_,4.525
_0930_,4.525
_0384_,4.505
_0856_,4.485
_1630_,4.48
_2435_,4.48
_2856_,4.48
_1235_,4.46
_1296_,4.46
_1378_,4.46
_1654_,4.46
_2377_,4.46
_2753_,4.46
_3062_,4.46
_3167_,4.46
_3303_,4.46
_3353_,4.46
_3399_,4.46
_3448_,4.46
_3577_,4.46
_3713_,4.46
_3746_,4.46
_3920_,4.46
_3954_,4.46
_4109_,4.46
_4173_,4.46
_1144_,4.44
_1183_,4.44
_2046_,4.44
_2227_,4.44
_2708_,4.44
_1829_,4.42
_2173_,4.42
_2224_,4.42
_2965_,4.42
_3011_,4.42
_3055_,4.42
_3120_,4.42
_3138_,4.42
_3234_,4.42
_3238_,4.42
_3259_,4.42
_3270_,4.42
_3318_,4.42
_3367_,4.42
_3411_,4.42
_3522_,4.42
_3630_,4.42
_3636_,4.42
_3644_,4.42
_3688_,4.42
_3689_,4.42
_3710_,4.42
_3808_,4.42
_3811_,4.42
_3831_,4.42
_3846_,4.42
_3852_,4.42
_3871_,4.42
_3873_,4.42
_3886_,4.42
_3894_,4.42
_4083_,4.42
_4089_,4.42
_4113_,4.42
_4203_,4.42
_0312_,4.405
_0027_,4.385
_0097_,4.385
_0149_,4.385
_0307_,4.385
_0446_,4.385
_0531_,4.385
_0802_,4.385
_0935_,4.385
_0980_,4.385
_1854_,4.37
_2455_,4.36
_2728_,4.36
_3038_,4.36
_3088_,4.36
_3216_,4.36
_3311_,4.36
_3333_,4.36
_3338_,4.36
_3540_,4.36
_3643_,4.36
_3763_,4.36
_4087_,4.36
_1179_,4.34
_1435_,4.34
_1512_,4.34
_2128_,4.34
_2624_,4.34
_2665_,4.34
_2678_,4.34
_2906_,4.34
_2912_,4.34
_3057_,4.34
_3099_,4.34
_3126_,4.34
_3156_,4.34
_3177_,4.34
_3183_,4.34
_3268_,4.34
_3289_,4.34
_3408_,4.34
_3430_,4.34
_3582_,4.34
_3646_,4.34
_3671_,4.34
_3726_,4.34
_3875_,4.34
_3896_,4.34
_3918_,4.34
_3919_,4.34
_3921_,4.34
_4156_,4.34
_4196_,4.34
_4197_,4.34
_0651_,4.295
rd1[0],4.27
rd2[26],4.27
rd2[28],4.27
_0096_,4.265
_0205_,4.265
_0659_,4.265
_0838_,4.265
_0907_,4.265
_0451_,4.245
_0080_,4.24
_0085_,4.24
_0422_,4.24
_0786_,4.24
_2148_,4.24
_2585_,4.23
_2518_,4.22
_3246_,4.22
_3432_,4.22
_1103_,4.2
_1558_,4.2
_1599_,4.2
_1867_,4.2
_2022_,4.2
_2132_,4.2
_2718_,4.2
_3635_,4.2
_4183_,4.2
_0019_,4.165
_0065_,4.165
_0811_,4.165
_0950_,4.165
_1021_,4.165
_1006_,4.145
_1945_,4.14
_0453_,4.125
_0507_,4.125
_1187_,4.12
_2156_,4.12
_2561_,4.12
_2750_,4.1
_0523_,4.025
_1753_,4.02
_2047_,4.02
_2122_,4.02
_2775_,4.02
_2938_,4.02
_1340_,4
_1456_,4
_1573_,4
_2024_,4
_2089_,4
_2833_,4
_3195_,4
_3207_,4
_3293_,4
_3325_,4
_3490_,4
_3627_,4
_3640_,4
_3736_,4
_3771_,4
_3789_,4
_3810_,4
_3858_,4
_4041_,4
_4094_,4
_4114_,4
_2059_,3.99
_0210_,3.975
_0424_,3.965
_0648_,3.965
_0719_,3.965
_0908_,3.965
_0938_,3.965
_0957_,3.965
_1724_,3.965
_0478_,3.955
_0483_,3.955
rd1[1],3.93
rd2[13],3.93
rd2[15],3.93
rd2[27],3.93
_0005_,3.925
_0439_,3.925
_0440_,3.925
_0742_,3.925
_0791_,3.925
_0835_,3.925
_0981_,3.925
_0333_,3.9
_1206_,3.9
_1369_,3.9
_2155_,3.9
_2462_,3.9
_3140_,3.9
_3226_,3.9
_3389_,3.9
_3486_,3.9
_3626_,3.9
_3776_,3.9
_3841_,3.9
_3946_,3.9
_4079_,3.9
_4165_,3.9
_4204_,3.9
_1430_,3.88
_1572_,3.88
_1946_,3.88
_2068_,3.88
_2143_,3.88
_2304_,3.88
_2506_,3.88
_2685_,3.88
_2715_,3.88
_3239_,3.88
_3278_,3.88
_3352_,3.88
_3394_,3.88
_3837_,3.88
_3911_,3.88
_3915_,3.88
_3996_,3.88
_4000_,3.88
_4168_,3.88
_4195_,3.88
_4198_,3.88
_0304_,3.865
_4076_,3.86
_0865_,3.855
_0632_,3.835
_0933_,3.825
_0069_,3.805
_0858_,3.805
_0526_,3.785
_0727_,3.785
_0076_,3.78
_0114_,3.78
_0133_,3.78
_0295_,3.78
_0337_,3.78
_0488_,3.78
_0738_,3.78
_1526_,3.78
_1980_,3.78
_1499_,3.76
_2007_,3.76
_3254_,3.76
_3328_,3.76
_0224_,3.755
_1304_,3.74
_2848_,3.74
_0177_,3.705
_0476_,3.705
_0543_,3.705
_0726_,3.705
_0788_,3.705
_0868_,3.705
_1001_,3.705
_1007_,3.705
_0643_,3.685
_1870_,3.68
_2078_,3.68
_0616_,3.66
_0973_,3.66
_1922_,3.66
_1988_,3.66
_2800_,3.66
_0805_,3.655
_2558_,3.64
_0081_,3.625
_0777_,3.625
_0557_,3.605
_0660_,3.605
_0272_,3.585
_0314_,3.585
_0764_,3.585
_1019_,3.585
_1735_,3.585
_2006_,3.585
_3039_,3.58
_0735_,3.565
_1365_,3.56
_2129_,3.56
_2629_,3.56
net104,3.56
_1036_,3.54
_1170_,3.54
_1195_,3.54
_1292_,3.54
_1366_,3.54
_1542_,3.54
_1865_,3.54
_1868_,3.54
_2418_,3.54
_2485_,3.54
_2640_,3.54
_2897_,3.54
_2930_,3.54
_3142_,3.54
_3291_,3.54
_3319_,3.54
_3322_,3.54
_3513_,3.54
_3516_,3.54
_3619_,3.54
_3651_,3.54
_3665_,3.54
_3677_,3.54
_3749_,3.54
_3753_,3.54
_3758_,3.54
_3777_,3.54
_3803_,3.54
_4185_,3.54
net65,3.54
net116,3.54
_2159_,3.52
_3905_,3.52
_0021_,3.515
_0650_,3.515
_0024_,3.505
_0166_,3.505
_0297_,3.505
_0374_,3.505
_0435_,3.505
_0685_,3.505
_0961_,3.505
_0158_,3.465
_0193_,3.465
_0472_,3.465
_0482_,3.465
_0484_,3.465
_0662_,3.465
_0694_,3.465
_0752_,3.465
_0780_,3.465
_0828_,3.465
_0863_,3.465
_0864_,3.465
_0878_,3.465
_0899_,3.465
_0969_,3.465
_0995_,3.465
_0998_,3.465
_1011_,3.465
_0512_,3.46
_1990_,3.445
_0341_,3.44
_1524_,3.44
_2329_,3.44
_2845_,3.44
_3109_,3.44
_3237_,3.44
_3475_,3.44
_3545_,3.44
_3687_,3.44
_3801_,3.44
_3860_,3.44
_3902_,3.44
_4002_,3.44
_4070_,3.44
_1150_,3.42
_1478_,3.42
_1534_,3.42
_1987_,3.42
_2014_,3.42
_2057_,3.42
_2212_,3.42
_2432_,3.42
_2526_,3.42
_2544_,3.42
_2712_,3.42
_2743_,3.42
_2864_,3.42
_2890_,3.42
_2942_,3.42
_3084_,3.42
_3128_,3.42
_3149_,3.42
_3202_,3.42
_3242_,3.42
_3314_,3.42
_3326_,3.42
_3365_,3.42
_3541_,3.42
_3557_,3.42
_3662_,3.42
_4005_,3.42
_4018_,3.42
_4028_,3.42
net94,3.42
_0785_,3.415
_0144_,3.405
_0179_,3.405
_0360_,3.405
_0703_,3.405
_0782_,3.405
_0023_,3.345
_0115_,3.345
_0156_,3.345
_0263_,3.345
_0504_,3.345
_0576_,3.345
_0596_,3.345
_0751_,3.345
_0849_,3.345
_0855_,3.345
_0879_,3.345
_0181_,3.32
_0221_,3.32
_0665_,3.32
_0816_,3.32
_0866_,3.32
_1407_,3.32
_1582_,3.32
_1661_,3.32
_2723_,3.32
_2764_,3.32
_2905_,3.3
_2944_,3.3
_0172_,3.295
_0877_,3.275
_0060_,3.245
_0150_,3.245
_0196_,3.245
_0252_,3.245
_0590_,3.245
_0612_,3.245
_0683_,3.245
_0803_,3.245
_1005_,3.245
_2642_,3.23
_0228_,3.225
_0330_,3.225
_0562_,3.225
_0592_,3.225
_0676_,3.225
_0755_,3.225
_0869_,3.225
_0881_,3.225
_1541_,3.22
_2016_,3.22
_1785_,3.2
_1463_,3.19
_1413_,3.18
_0072_,3.175
_0098_,3.175
_0709_,3.175
_0812_,3.175
_0928_,3.175
_0991_,3.175
_0110_,3.165
_0431_,3.165
_0465_,3.165
_0567_,3.165
_0575_,3.165
_0901_,3.165
_0551_,3.145
_0939_,3.145
_0673_,3.125
_1938_,3.105
_1602_,3.1
_1671_,3.1
_1919_,3.1
_1949_,3.1
_1985_,3.1
_2672_,3.1
_2868_,3.1
_1075_,3.08
_1234_,3.08
_1349_,3.08
_1474_,3.08
_1475_,3.08
_1538_,3.08
_1712_,3.08
_1770_,3.08
_1892_,3.08
_2680_,3.08
_2785_,3.08
_2871_,3.08
_2973_,3.08
_2981_,3.08
_3248_,3.08
_3298_,3.08
_3410_,3.08
_3608_,3.08
_3931_,3.08
_4078_,3.08
_4151_,3.08
_4192_,3.08
_0591_,3.075
_0914_,3.075
_1158_,3.06
_0268_,3.055
_0327_,3.055
_0102_,3.045
_0137_,3.045
_0213_,3.045
_0388_,3.045
_0530_,3.045
_0759_,3.045
_0997_,3.045
_3700_,3.02
_0074_,3.005
_0215_,3.005
_0248_,3.005
_0283_,3.005
_0336_,3.005
_0366_,3.005
_0387_,3.005
_0412_,3.005
_0834_,3.005
_1010_,3.005
_1012_,3.005
_0116_,2.98
_0204_,2.98
_1249_,2.98
_1622_,2.98
_2971_,2.98
_3187_,2.98
_3275_,2.98
_3613_,2.98
_3941_,2.98
_3988_,2.98
_4053_,2.98
_4115_,2.98
_4137_,2.98
_4145_,2.98
_1118_,2.96
_1330_,2.96
_1352_,2.96
_1639_,2.96
_1815_,2.96
_1894_,2.96
_1936_,2.96
_2124_,2.96
_2407_,2.96
_2689_,2.96
_2796_,2.96
_2819_,2.96
_2923_,2.96
_3021_,2.96
_3161_,2.96
_3191_,2.96
_3296_,2.96
_3306_,2.96
_3370_,2.96
_3393_,2.96
_3414_,2.96
_3421_,2.96
_3544_,2.96
_3580_,2.96
_3638_,2.96
_3866_,2.96
_3987_,2.96
_4014_,2.96
_4090_,2.96
_4161_,2.96
_4202_,2.96
_4223_,2.96
net102,2.96
_0479_,2.955
_0486_,2.955
_0611_,2.955
_0953_,2.955
_0045_,2.945
_0468_,2.945
_0524_,2.945
_0771_,2.945
_0007_,2.885
_0067_,2.885
_0139_,2.885
_0169_,2.885
_0379_,2.885
_0460_,2.885
_0503_,2.885
_0518_,2.885
_0672_,2.885
_0689_,2.885
_0718_,2.885
_0827_,2.885
_0845_,2.885
_0910_,2.885
_0925_,2.885
_0242_,2.88
_0249_,2.88
_0368_,2.88
_0369_,2.88
_0470_,2.88
_0522_,2.88
_0546_,2.88
_0630_,2.88
_0674_,2.88
_0721_,2.88
_0722_,2.88
_0772_,2.88
_0850_,2.88
_0882_,2.88
_0974_,2.88
_0070_,2.86
_0332_,2.86
_0469_,2.86
_0690_,2.86
_0701_,2.86
_0915_,2.86
_0936_,2.86
_1083_,2.86
_1193_,2.86
_1260_,2.86
_1398_,2.86
_1489_,2.86
_1589_,2.86
_1699_,2.86
_2040_,2.86
_2066_,2.86
_3178_,2.86
_3572_,2.86
_0361_,2.835
_0436_,2.835
_0681_,2.835
_0833_,2.835
_0020_,2.785
_0140_,2.785
_0148_,2.785
_0159_,2.785
_0405_,2.785
_0449_,2.785
_0508_,2.785
_0566_,2.785
_0597_,2.785
_0607_,2.785
_0617_,2.785
_0668_,2.785
_0774_,2.785
_0099_,2.765
_0364_,2.765
_1275_,2.76
_1291_,2.76
_1308_,2.76
_1312_,2.76
_2114_,2.76
_2372_,2.76
_2474_,2.76
_1686_,2.74
_2935_,2.74
_1958_,2.72
_0037_,2.715
_0039_,2.715
_0088_,2.715
_0184_,2.715
_0275_,2.715
_0276_,2.715
_0362_,2.715
_0375_,2.715
_0410_,2.715
_0444_,2.715
_0448_,2.715
_0550_,2.715
_0559_,2.715
_0568_,2.715
_0593_,2.715
_0642_,2.715
_0737_,2.715
_0804_,2.715
_0851_,2.715
_0857_,2.715
_0897_,2.715
_0940_,2.715
_0952_,2.715
_0965_,2.715
_0107_,2.705
_0135_,2.705
_0162_,2.705
_0376_,2.705
_0382_,2.705
_0413_,2.705
_0450_,2.705
_0640_,2.705
_0797_,2.705
_0913_,2.705
_0923_,2.705
_0931_,2.705
_1149_,2.64
_1480_,2.64
_2278_,2.64
_2588_,2.64
_2866_,2.64
net105,2.64
net106,2.64
net115,2.64
_1097_,2.62
_1115_,2.62
_1367_,2.62
_1452_,2.62
_1495_,2.62
_1507_,2.62
_2050_,2.62
_2138_,2.62
_2552_,2.62
_2604_,2.62
_2922_,2.62
_3093_,2.62
_3199_,2.62
_3321_,2.62
_3498_,2.62
_3511_,2.62
_3536_,2.62
_3602_,2.62
_3663_,2.62
_3791_,2.62
_3838_,2.62
_4066_,2.62
_0200_,2.595
_0234_,2.595
_0271_,2.595
_0291_,2.595
_0358_,2.595
_0421_,2.595
_0430_,2.595
_0441_,2.595
_0442_,2.595
_0452_,2.595
_0467_,2.595
_0658_,2.595
_0766_,2.595
_0819_,2.595
_0892_,2.595
_0372_,2.585
_0560_,2.585
_0587_,2.585
_2948_,2.585
_0236_,2.565
_0030_,2.545
_0035_,2.545
_0057_,2.545
_0063_,2.545
_0125_,2.545
_0128_,2.545
_0132_,2.545
_0192_,2.545
_0216_,2.545
_0277_,2.545
_0282_,2.545
_0289_,2.545
_0313_,2.545
_0326_,2.545
_0344_,2.545
_0357_,2.545
_0400_,2.545
_0419_,2.545
_0437_,2.545
_0443_,2.545
_0474_,2.545
_0501_,2.545
_0515_,2.545
_0537_,2.545
_0539_,2.545
_0547_,2.545
_0623_,2.545
_0677_,2.545
_0720_,2.545
_0725_,2.545
_0792_,2.545
_0826_,2.545
_0837_,2.545
_0839_,2.545
_0853_,2.545
_0964_,2.545
_0977_,2.545
_0978_,2.545
_0042_,2.52
_0161_,2.52
_1467_,2.52
_3054_,2.52
_3101_,2.52
_3132_,2.52
_3220_,2.52
_3233_,2.52
_3267_,2.52
_3364_,2.52
_3415_,2.52
_3682_,2.52
_3970_,2.52
_3989_,2.52
_4007_,2.52
_4040_,2.52
_1238_,2.5
_1248_,2.5
_1300_,2.5
_1640_,2.5
_1877_,2.5
_1967_,2.5
_2032_,2.5
_2241_,2.5
_2406_,2.5
_2620_,2.5
_2746_,2.5
_2768_,2.5
_2885_,2.5
_2898_,2.5
_2913_,2.5
_3040_,2.5
_3053_,2.5
_3179_,2.5
_3182_,2.5
_3221_,2.5
_3290_,2.5
_3307_,2.5
_3530_,2.5
_3785_,2.5
_3806_,2.5
_4160_,2.5
_4172_,2.5
_4182_,2.5
_4191_,2.5
_4209_,2.5
_0026_,2.495
_1000_,2.495
_0009_,2.485
_0015_,2.485
_0090_,2.485
_0112_,2.485
_0146_,2.485
_0182_,2.485
_0194_,2.485
_0222_,2.485
_0231_,2.485
_0232_,2.485
_0261_,2.485
_0303_,2.485
_0320_,2.485
_0339_,2.485
_0354_,2.485
_0367_,2.485
_0386_,2.485
_0390_,2.485
_0420_,2.485
_0438_,2.485
_0461_,2.485
_0520_,2.485
_0552_,2.485
_0639_,2.485
_0641_,2.485
_0706_,2.485
_0717_,2.485
_0947_,2.485
_0982_,2.485
_0999_,2.485
_1014_,2.485
_0711_,2.425
_0880_,2.425
_0903_,2.425
_0040_,2.42
_0047_,2.42
_0048_,2.42
_0054_,2.42
_0100_,2.42
_0241_,2.42
_0247_,2.42
_0250_,2.42
_0264_,2.42
_0269_,2.42
_0370_,2.42
_0401_,2.42
_0402_,2.42
_0497_,2.42
_0513_,2.42
_0517_,2.42
_0541_,2.42
_0554_,2.42
_0588_,2.42
_0621_,2.42
_0631_,2.42
_0695_,2.42
_0739_,2.42
_0743_,2.42
_0756_,2.42
_0757_,2.42
_0773_,2.42
_0885_,2.42
_0946_,2.42
_0948_,2.42
_0984_,2.42
_0986_,2.42
_1003_,2.42
_1029_,2.4
_1186_,2.4
_1228_,2.4
_1354_,2.4
_1392_,2.4
_1709_,2.4
_1916_,2.4
_2102_,2.4
_2211_,2.4
_3632_,2.4
_3857_,2.4
_1674_,2.38
_0053_,2.375
_0171_,2.375
_0188_,2.375
_0381_,2.375
_0398_,2.375
_0426_,2.375
_0532_,2.375
_0595_,2.375
_0678_,2.375
_0707_,2.375
_0734_,2.375
_0744_,2.375
_0825_,2.375
_0840_,2.375
_0846_,2.375
_0871_,2.375
_0886_,2.375
_0905_,2.375
_0932_,2.375
_0934_,2.375
_0967_,2.375
_0003_,2.325
_0013_,2.325
_0079_,2.325
_0082_,2.325
_0197_,2.325
_0227_,2.325
_0237_,2.325
_0251_,2.325
_0329_,2.325
_0351_,2.325
_0391_,2.325
_0433_,2.325
_0571_,2.325
_0679_,2.325
_0696_,2.325
_0731_,2.325
_0789_,2.325
_0790_,2.325
_0844_,2.325
_0972_,2.325
_0979_,2.325
_0996_,2.325
_1004_,2.325
_1017_,2.325
_1134_,2.3
_1450_,2.3
_1472_,2.3
_2015_,2.3
_2060_,2.3
_2099_,2.3
_2440_,2.3
_2738_,2.3
_1076_,2.28
_1230_,2.28
_1827_,2.28
_1901_,2.28
_1253_,2.27
_0028_,2.255
_0029_,2.255
_0068_,2.255
_0104_,2.255
_0117_,2.255
_0127_,2.255
_0226_,2.255
_0306_,2.255
_0383_,2.255
_0416_,2.255
_0427_,2.255
_0429_,2.255
_0447_,2.255
_0499_,2.255
_0563_,2.255
_0573_,2.255
_0585_,2.255
_0669_,2.255
_0712_,2.255
_0732_,2.255
_0750_,2.255
_0770_,2.255
_0841_,2.255
_0887_,2.255
_0963_,2.255
_0966_,2.255
_0987_,2.255
_1002_,2.255
_0348_,2.225
_0634_,2.205
_0959_,2.205
_2423_,2.205
_1233_,2.18
_1635_,2.18
_1733_,2.18
_2167_,2.18
_2373_,2.18
_2382_,2.18
_2478_,2.18
_2547_,2.18
_2729_,2.18
_1044_,2.16
_1309_,2.16
_1355_,2.16
_1411_,2.16
_1717_,2.16
_1776_,2.16
_1818_,2.16
_1888_,2.16
_2042_,2.16
_2077_,2.16
_2131_,2.16
_2191_,2.16
_2201_,2.16
_2318_,2.16
_2393_,2.16
_2572_,2.16
_2603_,2.16
_2625_,2.16
_2648_,2.16
_2660_,2.16
_2826_,2.16
_2947_,2.16
_3009_,2.16
_3017_,2.16
_3198_,2.16
_3227_,2.16
_3292_,2.16
_3320_,2.16
_3345_,2.16
_3425_,2.16
_3467_,2.16
_3480_,2.16
_3631_,2.16
_3645_,2.16
_3686_,2.16
_3767_,2.16
_3882_,2.16
_4023_,2.16
_4110_,2.16
_0043_,2.125
_0170_,2.125
_0254_,2.125
_0270_,2.125
_0286_,2.125
_0319_,2.125
_0345_,2.125
_0511_,2.125
_0723_,2.125
_0748_,2.125
_0760_,2.125
_0763_,2.125
_0848_,2.125
_0867_,2.125
_0909_,2.125
_0956_,2.125
_0989_,2.125
_2574_,2.11
_0103_,2.085
_0180_,2.085
_0199_,2.085
_0209_,2.085
_0220_,2.085
_0230_,2.085
_0245_,2.085
_0259_,2.085
_0317_,2.085
_0378_,2.085
_0454_,2.085
_0457_,2.085
_0463_,2.085
_0464_,2.085
_0510_,2.085
_0579_,2.085
_0601_,2.085
_0633_,2.085
_0637_,2.085
_0664_,2.085
_0684_,2.085
_0729_,2.085
_0829_,2.085
_0870_,2.085
_0891_,2.085
_0971_,2.085
_0968_,2.08
_2839_,2.06
_2963_,2.06
_3045_,2.06
_3072_,2.06
_3169_,2.06
_3205_,2.06
_3223_,2.06
_3231_,2.06
_3245_,2.06
_3251_,2.06
_3262_,2.06
_3282_,2.06
_3317_,2.06
_3331_,2.06
_3343_,2.06
_3347_,2.06
_3356_,2.06
_3366_,2.06
_3368_,2.06
_3384_,2.06
_3388_,2.06
_3426_,2.06
_3494_,2.06
_3523_,2.06
_3524_,2.06
_3543_,2.06
_3547_,2.06
_3549_,2.06
_3609_,2.06
_3616_,2.06
_3625_,2.06
_3652_,2.06
_3657_,2.06
_3667_,2.06
_3673_,2.06
_3679_,2.06
_3698_,2.06
_3702_,2.06
_3715_,2.06
_3721_,2.06
_3723_,2.06
_3760_,2.06
_3770_,2.06
_3836_,2.06
_3843_,2.06
_3897_,2.06
_3953_,2.06
_3967_,2.06
_3978_,2.06
_3985_,2.06
_4013_,2.06
_4030_,2.06
_4042_,2.06
_4046_,2.06
_4058_,2.06
_4072_,2.06
_4088_,2.06
_4107_,2.06
_4136_,2.06
_4158_,2.06
_4167_,2.06
_4212_,2.06
_4214_,2.06
_2701_,2.05
_1263_,2.04
_1313_,2.04
_1317_,2.04
_1909_,2.04
_1934_,2.04
_1989_,2.04
_2088_,2.04
_2164_,2.04
_2265_,2.04
_2520_,2.04
_2903_,2.04
_2994_,2.04
_3015_,2.04
_3074_,2.04
_3107_,2.04
_3222_,2.04
_3279_,2.04
_3633_,2.04
_3681_,2.04
_3690_,2.04
_3744_,2.04
_3881_,2.04
_3944_,2.04
_4050_,2.04
_4085_,2.04
_4127_,2.04
_4213_,2.04
_0001_,2.025
_0004_,2.025
_0011_,2.025
_0018_,2.025
_0022_,2.025
_0036_,2.025
_0038_,2.025
_0050_,2.025
_0071_,2.025
_0077_,2.025
_0092_,2.025
_0101_,2.025
_0109_,2.025
_0123_,2.025
_0131_,2.025
_0141_,2.025
_0153_,2.025
_0154_,2.025
_0155_,2.025
_0165_,2.025
_0167_,2.025
_0173_,2.025
_0178_,2.025
_0195_,2.025
_0207_,2.025
_0211_,2.025
_0212_,2.025
_0218_,2.025
_0223_,2.025
_0225_,2.025
_0235_,2.025
_0240_,2.025
_0267_,2.025
_0273_,2.025
_0278_,2.025
_0279_,2.025
_0284_,2.025
_0285_,2.025
_0299_,2.025
_0305_,2.025
_0318_,2.025
_0322_,2.025
_0334_,2.025
_0335_,2.025
_0343_,2.025
_0346_,2.025
_0363_,2.025
_0385_,2.025
_0389_,2.025
_0392_,2.025
_0393_,2.025
_0395_,2.025
_0396_,2.025
_0406_,2.025
_0425_,2.025
_0462_,2.025
_0480_,2.025
_0495_,2.025
_0502_,2.025
_0528_,2.025
_0534_,2.025
_0548_,2.025
_0549_,2.025
_0553_,2.025
_0555_,2.025
_0558_,2.025
_0569_,2.025
_0570_,2.025
_0584_,2.025
_0589_,2.025
_0599_,2.025
_0603_,2.025
_0614_,2.025
_0638_,2.025
_0652_,2.025
_0661_,2.025
_0667_,2.025
_0670_,2.025
_0705_,2.025
_0713_,2.025
_0715_,2.025
_0762_,2.025
_0776_,2.025
_0778_,2.025
_0783_,2.025
_0815_,2.025
_0821_,2.025
_0822_,2.025
_0823_,2.025
_0862_,2.025
_0889_,2.025
_0895_,2.025
_0902_,2.025
_0911_,2.025
_0921_,2.025
_0937_,2.025
_0944_,2.025
_0949_,2.025
_0954_,2.025
_0970_,2.025
_0976_,2.025
_0983_,2.025
_0985_,2.025
_0988_,2.025
_1018_,2.025
_1020_,2.025
_1190_,1.94
_1209_,1.94
_1299_,1.94
_1509_,1.94
_1537_,1.94
_1540_,1.94
_1874_,1.94
_1939_,1.94
_2139_,1.94
_4004_,1.94
_0649_,1.92
_0294_,1.915
_0491_,1.915
_0610_,1.915
_0629_,1.915
_0645_,1.915
_0736_,1.915
_0753_,1.915
_0806_,1.915
_0843_,1.915
_0861_,1.915
_0875_,1.915
_0942_,1.915
_0958_,1.915
_0992_,1.915
_1265_,1.915
_1924_,1.915
_0017_,1.865
_0025_,1.865
_0046_,1.865
_0052_,1.865
_0056_,1.865
_0061_,1.865
_0062_,1.865
_0084_,1.865
_0086_,1.865
_0157_,1.865
_0160_,1.865
_0163_,1.865
_0185_,1.865
_0189_,1.865
